gw,player_id,web_name,team_id,position,now_cost,mu,sigma,p_start,p_sub,p_60,p_10_plus,n_fixtures,actual_points,actual_minutes,did_start,captured_at,scored_at
30,1,Balogun,1,FWD,44,0,0,0.0,0.0,0.0,0,1,0,0,0,2026-08-19T06:19:30.806702+00:00,2026-08-19T06:19:59.538970+00:00
30,2,Cédric,1,DEF,38,0.4268,1.0242,0.1,0.198,0.1088,0.0,1,0,0,0,2026-08-19T06:19:30.806702+00:00,2026-08-19T06:19:59.538970+00:00
30,3,M.Elneny,1,MID,44,0.4748,0.9517,0.1,0.198,0.1088,0.0,1,0,0,0,2026-08-19T06:19:30.806702+00:00,2026-08-19T06:19:59.538970+00:00
30,4,Fábio Vieira,1,MID,54,0.6784,1.3855,0.18,0.1804,0.1818,0.0032,1,0,0,0,2026-08-19T06:19:30.806702+00:00,2026-08-19T06:19:59.538970+00:00
30,5,Gabriel,1,DEF,53,2.8708,2.8122,0.82,0.0324,0.7652,0.0256,1,6,90,1,2026-08-19T06:19:30.806702+00:00,2026-08-19T06:19:59.538970+00:00
30,6,Havertz,1,MID,72,3.0732,3.3058,0.68,0.0576,0.637,0.0452,1,3,90,1,2026-08-19T06:19:30.806702+00:00,2026-08-19T06:19:59.538970+00:00
30,8,G.Jesus,1,FWD,78,2.1928,2.7477,0.48,0.1456,0.458,0.0248,1,1,71,1,2026-08-19T06:19:30.806702+00:00,2026-08-19T06:19:59.538970+00:00
30,9,Jorginho,1,MID,53,1.3188,1.5372,0.48,0.1144,0.4556,0.0008,1,3,65,1,2026-08-19T06:19:30.806702+00:00,2026-08-19T06:19:59.538970+00:00
30,10,Kiwior,1,DEF,44,0.8008,1.5833,0.22,0.1716,0.2183,0.0036,1,6,65,1,2026-08-19T06:19:30.806702+00:00,2026-08-19T06:19:59.538970+00:00
30,11,Marquinhos,1,MID,45,0,0,0.0,0.0,0.0,0,1,0,0,0,2026-08-19T06:19:30.806702+00:00,2026-08-19T06:19:59.538970+00:00
30,12,Martinelli,1,MID,77,2.8436,2.9059,0.68,0.0576,0.637,0.0324,1,1,12,0,2026-08-19T06:19:30.806702+00:00,2026-08-19T06:19:59.538970+00:00
30,13,Nketiah,1,FWD,51,1.7024,2.1701,0.48,0.1144,0.4556,0.012,1,0,0,0,2026-08-19T06:19:30.806702+00:00,2026-08-19T06:19:59.538970+00:00
30,14,Ødegaard,1,MID,85,3.786,2.9924,0.82,0.0324,0.7652,0.0468,1,3,90,1,2026-08-19T06:19:30.806702+00:00,2026-08-19T06:19:59.538970+00:00
30,15,Thomas,1,MID,48,0.82,1.2523,0.28,0.1584,0.2731,0.0004,1,1,24,0,2026-08-19T06:19:30.806702+00:00,2026-08-19T06:19:59.538970+00:00
30,16,Pepe,1,MID,49,0,0,0.0,0.0,0.0,0,1,0,0,0,2026-08-19T06:19:30.806702+00:00,2026-08-19T06:19:59.538970+00:00
30,17,Ramsdale,1,GKP,45,0.1432,0.605,0.04,0.0384,0.0403,0.0,1,0,0,0,2026-08-19T06:19:30.806702+00:00,2026-08-19T06:19:59.538970+00:00
30,18,Rúnarsson,1,GKP,40,0,0,0.0,0.0,0.0,0,1,0,0,0,2026-08-19T06:19:30.806702+00:00,2026-08-19T06:19:59.538970+00:00
30,19,Saka,1,MID,91,2.7264,3.829,0.41,0.1062,0.3898,0.072,1,3,77,1,2026-08-19T06:19:30.806702+00:00,2026-08-19T06:19:59.538970+00:00
