season,gw,player_id,web_name,team_id,position,b0,joined,identity_reason,status,chance_this,chance_next,can_select,availability0,p_start,p_60
2022-23,1,8,Tierney,1,DEF,0.18,1,,d,,75,1,0.75,0.135,0.140774
2022-23,1,12,Smith Rowe,1,MID,0.45,1,,d,,75,1,0.75,0.3375,0.328715
2022-23,1,14,Tomiyasu,1,DEF,0.1,1,,d,,75,1,0.75,0.075,0.08603
2022-23,1,17,Tavares,1,DEF,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,25,Fábio Vieira,1,MID,0.45,1,,d,,75,1,0.75,0.3375,0.328715
2022-23,1,607,Smith,1,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,630,Nwaneri,1,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,631,Sousa,1,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,655,Hein,1,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,668,Cozier-Duberry,1,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,685,Butler-Oyedeji,1,FWD,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,710,Kiwior,1,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,751,Walters,1,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,767,Bandeira,1,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,38,Hause,2,DEF,0.1,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,52,Davis,2,FWD,0.45,1,,d,,25,1,0.25,0.1125,0.124505
2022-23,1,55,Philogene-Bidace,2,MID,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,638,Bogarde,2,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,670,Marschall,2,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,672,Kadan Young,2,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,694,Álex Moreno,2,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,707,Sinisalo,2,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,711,Durán,2,FWD,0.45,0,join_miss,a,,,1,1.0,0.45,0.43082
2022-23,1,744,Swinkels,2,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,745,Zych,2,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,753,Wright,2,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,754,Revan,2,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,755,Patterson,2,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,761,O'Reilly,2,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,59,Fredericks,3,DEF,0.1,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,60,Brooks,3,MID,0.45,1,,d,,25,1,0.25,0.1125,0.124505
2022-23,1,505,Rothwell,3,MID,0.18,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,571,Randolph,3,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,574,Neto,3,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,576,Senesi,3,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,597,Saydee,3,FWD,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,598,Bevan,3,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,649,Plain,3,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,695,Adu-Adjei,3,FWD,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,696,Dacosta Gonzalez,3,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,697,Sadi,3,FWD,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,705,Ouattara,3,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,706,Pollock,3,FWD,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,714,Semenyo,3,FWD,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,718,Viña,3,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,722,Zabarnyi,3,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,723,H.Traorè,3,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,737,Greenwood,3,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,738,Kinsey-Wellings,3,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,82,Canós,4,DEF,0.18,1,,s,,0,1,0.0,0.0,0.0
2022-23,1,84,Ajer,4,DEF,0.1,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,92,Pinnock,4,DEF,0.1,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,97,Forss,4,FWD,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,98,Thompson,4,DEF,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,99,Bidstrup,4,MID,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,100,Balcombe,4,GKP,0.04,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,580,Damsgaard,4,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,595,Zanka,4,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,632,Trevitt,4,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,633,Cox,4,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,646,Crama,4,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,650,Yarmolyuk,4,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,688,Schade,4,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,752,Olakigbe,4,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,117,Moder,5,MID,0.1,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,121,Richards,5,MID,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,122,Roberts,5,DEF,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,559,Colwill,5,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,586,Estupiñán,5,DEF,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,596,Ferguson,5,FWD,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,640,Turns,5,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,651,Moran,5,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,652,Furlong,5,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,677,Hinshelwood,5,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,679,Buonanotte,5,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,719,Ayari,5,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,736,Offiah,5,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,756,McGill,5,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,762,Peupion,5,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,765,Samuels,5,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,606,Vale,6,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,616,Zakaria,6,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,617,Aubameyang,6,FWD,0.72,0,join_miss,a,,,1,1.0,0.72,0.675872
2022-23,1,635,Bettinelli,6,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,653,Hutchinson,6,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,661,Hall,6,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,673,Humphreys,6,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,684,D.D.Fofana,6,FWD,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,689,Badiashile,6,DEF,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,690,João Félix,6,FWD,0.72,0,join_miss,a,,,1,1.0,0.72,0.675872
2022-23,1,699,Mudryk,6,MID,0.45,0,join_miss,a,,,1,1.0,0.45,0.43082
2022-23,1,702,Andrey Santos,6,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,708,Madueke,6,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,724,Enzo,6,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,771,Wady,6,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,775,Gilchrist,6,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,153,Tomkins,7,DEF,0.1,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,154,McArthur,7,MID,0.18,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,171,Olise,7,MID,0.45,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,175,Johnstone,7,GKP,0.04,1,,d,,50,1,0.5,0.02,0.021736
2022-23,1,495,Matthews,7,GKP,0.04,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,590,Whitworth,7,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,601,Rodney,7,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,604,Phillips,7,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,634,Gordon,7,FWD,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,642,Balmer,7,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,644,Goodman,7,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,654,Wells-Morrison,7,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,676,Ozoh,7,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,725,Ahamada,7,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,766,Adaramola,7,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,176,Begović,8,GKP,0.04,1,,d,,75,1,0.75,0.03,0.031004
2022-23,1,177,Rondón,8,FWD,0.18,1,,s,,0,1,0.0,0.0,0.0
2022-23,1,178,Coleman,8,DEF,0.1,1,,d,,25,1,0.25,0.025,0.04041
2022-23,1,179,Townsend,8,MID,0.45,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,184,André Gomes,8,MID,0.1,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,190,Davies,8,MID,0.18,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,191,Calvert-Lewin,8,FWD,0.72,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,196,Branthwaite,8,DEF,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,560,Mills,8,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,561,Warrington,8,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,570,Garner,8,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,577,Onana,8,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,605,Welch,8,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,611,Gueye,8,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,627,Jakupović,8,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,637,John,8,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,662,Cannon,8,FWD,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,678,Price,8,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,686,Simms,8,FWD,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,757,Samuels-Smith,8,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,760,Lonergan,8,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,768,McAllister,8,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,203,Chalobah,9,MID,0.1,1,,d,,25,1,0.25,0.025,0.04041
2022-23,1,206,Bryan,9,DEF,0.1,1,,d,,25,1,0.25,0.025,0.04041
2022-23,1,212,Wilson,9,MID,0.45,1,,d,,25,1,0.25,0.1125,0.124505
2022-23,1,231,James,9,MID,0.45,1,,s,,0,1,0.0,0.0,0.0
2022-23,1,562,Solomon,9,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,591,Ablade,9,FWD,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,613,Kurzawa,9,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,614,Willian,9,MID,0.45,0,join_miss,a,,,1,1.0,0.45,0.43082
2022-23,1,618,Vinícius,9,FWD,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,636,Parkes,9,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,641,Godo,9,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,667,Sekularac,9,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,726,Lukic,9,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,747,Wickens,9,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,750,C.Robinson,9,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,763,Dibley-Dias,9,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,248,Schmeichel,10,GKP,0.08,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,250,Bertrand,10,DEF,0.1,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,256,Ricardo,10,DEF,0.1,1,,d,,25,1,0.25,0.025,0.04041
2022-23,1,581,Smithies,10,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,612,Faes,10,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,639,Braybrooke,10,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,645,Wormleighton,10,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,687,McAteer,10,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,709,Kristiansen,10,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,715,Tetê,10,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,727,Souttar,10,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,735,Marçal-Madivadua,10,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,221,Cooper,11,DEF,0.1,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,222,Ayling,11,DEF,0.1,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,224,Forshaw,11,MID,0.1,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,226,Dallas,11,DEF,0.18,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,229,Roberts,11,MID,0.18,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,232,Raphinha,11,MID,0.72,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,234,Shackleton,11,MID,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,239,Firpo,11,DEF,0.1,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,241,Bate,11,MID,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,508,Sinisterra,11,MID,0.45,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,565,Gray,11,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,578,Robles,11,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,619,Gnonto,11,FWD,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,659,Mateo Joseph,11,FWD,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,663,Perkins,11,FWD,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,691,Wöber,11,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,700,Rutter,11,FWD,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,720,McKennie,11,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,742,Chilokoa-Mullen,11,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,743,Monteiro,11,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,278,Chamberlain,12,MID,0.18,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,287,Keita,12,MID,0.18,1,,d,,75,1,0.75,0.135,0.140774
2022-23,1,288,Diogo Jota,12,FWD,0.72,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,289,Kelleher,12,GKP,0.04,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,290,Konaté,12,DEF,0.18,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,291,Jones,12,MID,0.18,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,292,Tsimikas,12,DEF,0.1,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,498,R.Williams,12,DEF,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,499,Davies,12,DEF,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,563,Chambers,12,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,564,Bajcetic,12,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,584,Clark,12,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,592,H.Davies,12,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,620,Arthur,12,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,665,Doak,12,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,680,Gakpo,12,MID,0.72,0,join_miss,a,,,1,1.0,0.72,0.675872
2022-23,1,309,Laporte,13,DEF,0.45,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,310,Steffen,13,GKP,0.04,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,317,McAtee,13,MID,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,573,Lewis,13,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,587,Sergio Gómez,13,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,599,Gomes,13,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,600,Knight,13,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,610,Akanji,13,DEF,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,712,Perrone,13,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,772,Robertson,13,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,773,Charles,13,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,774,O'Reilly,13,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,162,Butland,14,GKP,0.04,1,,d,,25,1,0.25,0.01,0.012468
2022-23,1,334,Telles,14,DEF,0.18,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,345,Martial,14,FWD,0.72,1,,d,,25,1,0.25,0.18,0.185768
2022-23,1,347,Pellistri,14,MID,0.1,1,,d,,75,1,0.75,0.075,0.08603
2022-23,1,569,Garnacho,14,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,593,Casemiro,14,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,609,Antony,14,MID,0.72,0,join_miss,a,,,1,1.0,0.72,0.675872
2022-23,1,615,Kovár,14,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,643,Mainoo,14,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,656,Bishop,14,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,660,Shoretire,14,FWD,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,674,Bennett,14,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,701,Weghorst,14,FWD,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,728,Sabitzer,14,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,759,Jurado,14,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,351,Fernández,15,DEF,0.1,1,,d,,25,1,0.25,0.025,0.04041
2022-23,1,352,Clark,15,DEF,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,361,Gayle,15,FWD,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,372,Lewis,15,DEF,0.1,1,,d,,25,1,0.25,0.025,0.04041
2022-23,1,375,Hendrick,15,MID,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,594,Isak,15,FWD,0.72,0,join_miss,a,,,1,1.0,0.72,0.675872
2022-23,1,626,Karius,15,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,683,Kuol,15,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,741,Miley,15,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,776,Gillespie,15,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,349,Shelvey,16,MID,0.18,1,,d,,25,1,0.25,0.045,0.058658
2022-23,1,382,Samba,16,GKP,0.04,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,386,Dräger,16,DEF,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,387,Yates,16,MID,0.18,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,389,Panzo,16,DEF,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,390,Xande Silva,16,MID,0.18,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,511,Richards,16,DEF,0.1,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,582,Freuler,16,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,583,Kouyaté,16,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,585,Dennis,16,FWD,0.45,0,join_miss,a,,,1,1.0,0.45,0.43082
2022-23,1,602,Renan Lodi,16,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,621,Badé,16,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,628,Aurier,16,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,666,Dale Taylor,16,FWD,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,675,Smith,16,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,681,Scarpa,16,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,703,Danilo,16,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,729,Navas,16,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,730,Felipe,16,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,734,A.Ayew,16,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,749,G.Shelvey,16,GKP,0.04,0,join_miss,a,,,1,1.0,0.04,0.040272
2022-23,1,400,Walcott,17,MID,0.18,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,412,Tella,17,MID,0.18,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,415,Smallbone,17,MID,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,419,Livramento,17,DEF,0.1,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,622,Larios,17,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,623,Caleta-Car,17,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,624,Edozie,17,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,647,Payne,17,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,648,Finnigan,17,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,671,Morgan,17,FWD,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,692,Orsic,17,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,693,Alcaraz,17,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,716,Bree,17,DEF,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,731,Kamaldeen,17,MID,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,732,Onuachu,17,FWD,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,769,Doyle,17,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,770,Ballard,17,FWD,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,778,Amo-Ameyaw,17,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,437,Bergwijn,18,MID,0.45,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,441,Skipp,18,MID,0.1,1,,i,,0,1,0.0,0.0,0.0
2022-23,1,442,Rodon,18,DEF,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,444,Bissouma,18,MID,0.18,1,,d,,50,1,0.5,0.09,0.099716
2022-23,1,447,Scarlett,18,FWD,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,453,Parrott,18,FWD,0.1,1,,u,,0,0,0.0,0.0,0.0
2022-23,1,454,Richarlison,18,FWD,0.72,1,,s,,0,1,0.0,0.0,0.0
2022-23,1,713,Danjuma,18,MID,0.45,0,join_miss,a,,,1,1.0,0.45,0.43082
2022-23,1,733,Pedro Porro,18,DEF,0.18,0,join_miss,a,,,1,1.0,0.18,0.181832
2022-23,1,748,Mundle,18,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
2022-23,1,758,Abbott,18,MID,0.1,0,join_miss,a,,,1,1.0,0.1,0.10884
